,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
46,Cincinnati NCAA,33,27,6,.818,17.85,4.98,14,2,,,,,2510,2085,,,861,1886,.457,178,513,.347,610,898,.679,521,1324,414,258,146,526,633
47,Citadel,28,15,13,.536,-8.52,-9.02,6,8,,,,,1829,1741,,,645,1469,.439,118,347,.340,421,599,.703,327,1021,378,153,120,399,518
48,Clemson NCAA,32,18,14,.563,17.18,10.34,7,9,,,,,2309,2090,,,842,1783,.472,164,485,.338,461,751,.614,396,1082,484,256,90,406,683
49,Cleveland State,27,12,15,.444,-2.63,3.26,6,8,,,,,1745,1904,,,596,1490,.400,130,391,.332,423,645,.656,382,998,277,204,87,502,602
50,Coastal Carolina,27,8,19,.296,-19.43,-9.25,4,8,,,,,1675,1868,,,577,1480,.390,154,457,.337,367,531,.691,371,883,306,237,39,469,546
51,Colgate,28,10,18,.357,-9.73,-6.76,5,7,,,,,2075,2158,,,726,1754,.414,208,638,.326,415,580,.716,365,1022,390,267,73,425,574
52,College of Charleston NCAA,30,24,6,.800,4.44,-9.02,14,2,,,,,2102,1662,,,784,1701,.461,105,305,.344,429,618,.694,389,1079,434,329,125,401,487
53,Colorado State,29,20,9,.690,6.14,1.55,8,6,,,,,2011,1802,,,707,1561,.453,151,445,.339,446,663,.673,350,1053,450,194,129,368,504
54,Colorado,27,13,14,.481,2.13,4.44,7,9,,,,,1928,1970,,,661,1638,.404,153,441,.347,453,658,.688,406,1058,417,177,109,386,492
55,Columbia,26,11,15,.423,-13.45,-8.13,6,8,,,,,1487,1616,,,516,1221,.423,148,463,.320,307,489,.628,221,826,306,184,54,406,521
56,Connecticut NCAA,37,32,5,.865,20.68,7.89,15,3,,,,,2836,2363,,,1003,2188,.458,220,616,.357,610,832,.733,520,1447,529,314,148,525,671
57,Coppin State,29,21,8,.724,-2.42,-10.29,17,1,,,,,2251,2022,,,757,1767,.428,202,572,.353,535,734,.729,379,1070,293,299,61,480,635
58,Cornell,26,9,17,.346,-11.64,-8.20,6,8,,,,,1629,1699,,,605,1439,.420,122,390,.313,297,468,.635,348,995,333,150,110,402,500
59,Creighton,28,18,10,.643,6.27,1.20,12,6,,,,,2100,1958,,,723,1589,.455,203,559,.363,451,656,.688,327,1032,430,261,127,460,573
60,Dartmouth,26,7,19,.269,-15.61,-7.11,4,10,,,,,1474,1695,,,532,1310,.406,140,437,.320,270,434,.622,278,880,284,124,73,404,471
61,Davidson NCAA,30,20,10,.667,-0.71,-3.74,13,2,,,,,2138,1987,,,747,1726,.433,209,595,.351,435,646,.673,416,1117,472,223,61,501,584
62,Dayton,33,21,12,.636,8.80,4.04,11,5,,,,,2511,2354,,,862,1914,.450,182,486,.374,605,843,.718,485,1300,444,183,69,475,593
63,Delaware State,27,9,18,.333,-22.44,-10.04,7,11,,,,,1889,2165,,,670,1594,.420,114,340,.335,435,674,.645,392,995,297,206,95,581,616
64,Delaware NCAA,30,20,10,.667,-1.92,-3.42,12,6,,,,,2191,2111,,,758,1705,.445,177,488,.363,498,695,.717,320,1072,420,240,91,504,563
65,DePaul,30,7,23,.233,-2.43,7.50,3,13,,,,,1777,2063,,,630,1748,.360,175,611,.286,342,511,.669,426,1024,288,249,66,395,539
66,Detroit Mercy NCAA,31,25,6,.806,9.86,0.48,12,2,,,,,2314,1957,,,817,1771,.461,208,554,.375,472,639,.739,389,1107,437,229,100,409,597
67,Drake,27,3,24,.111,-14.07,1.59,0,18,,,,,1646,2033,,,573,1447,.396,182,552,.330,318,492,.646,273,820,358,237,39,475,512
68,Drexel,28,13,15,.464,-3.77,-2.91,10,8,,,,,1870,1894,,,665,1596,.417,149,429,.347,391,581,.673,336,1000,393,122,39,346,588
69,Duke NCAA,36,32,4,.889,29.56,9.33,15,1,,,,,3082,2308,,,1081,2278,.475,273,739,.369,647,960,.674,534,1377,514,339,183,448,670
70,Duquesne,30,11,19,.367,-0.57,4.67,5,11,,,,,2173,2330,,,774,1761,.440,163,468,.348,462,754,.613,446,1107,407,261,91,589,637
71,East Carolina,27,10,17,.370,-3.34,-1.30,5,11,,,,,1821,1835,,,639,1492,.428,168,467,.360,375,550,.682,344,974,321,132,71,374,547
72,East Tennessee State,27,11,16,.407,-11.56,-8.36,6,9,,,,,1779,1807,,,626,1420,.441,120,352,.341,407,634,.642,313,931,340,175,45,445,555
73,Eastern Illinois,27,16,11,.593,-4.90,-5.90,13,5,,,,,2009,1933,,,718,1649,.435,165,497,.332,408,609,.670,360,1038,430,215,62,413,528
74,Eastern Kentucky,27,10,17,.370,-11.11,-4.95,8,10,,,,,1897,2053,,,654,1617,.404,171,496,.345,418,633,.660,428,1096,328,240,58,530,643
75,Eastern Michigan NCAA,30,20,10,.667,6.70,2.67,13,5,,,,,2394,2266,,,909,1933,.470,210,572,.367,366,552,.663,415,1121,473,234,110,429,600
76,Eastern Washington,27,16,11,.593,-6.17,-3.13,10,6,,,,,2053,2130,,,754,1696,.445,155,418,.371,390,611,.638,378,1032,403,224,70,425,503
77,Evansville,30,15,15,.500,1.70,-0.37,9,9,,,,,2099,2005,,,726,1526,.476,193,498,.388,454,600,.757,228,954,453,162,63,427,544
78,Fairfield,27,12,15,.444,-2.85,-1.81,7,11,,,,,1896,1924,,,659,1491,.442,118,388,.304,460,714,.644,392,985,356,217,126,448,691
79,Fairleigh Dickinson NCAA,30,23,7,.767,2.90,-5.38,13,3,,,,,2511,2253,,,851,1883,.452,233,639,.365,576,855,.674,530,1370,438,244,185,593,588
80,Florida A&M,28,11,17,.393,-16.11,-11.83,8,10,,,,,1997,2117,,,716,1724,.415,128,358,.358,437,753,.580,461,1226,301,212,182,582,632
81,Florida Atlantic,27,5,22,.185,-19.26,-3.22,5,11,,,,,1671,2108,,,579,1457,.397,165,523,.315,348,508,.685,305,921,298,163,45,505,563
82,Florida International,29,21,8,.724,2.54,-5.67,13,3,,,,,2533,2295,,,898,1938,.463,237,687,.345,500,757,.661,414,1103,472,325,68,423,615
83,Florida State NCAA,32,18,14,.563,12.92,10.77,6,10,,,,,2287,2218,,,836,1830,.457,129,438,.295,486,731,.665,434,1240,461,237,165,543,631
84,Florida,29,14,15,.483,8.97,6.42,6,10,,,,,2208,2134,,,764,1725,.443,285,712,.400,395,598,.661,353,1038,429,270,131,536,625
85,Fordham,27,6,21,.222,-3.38,3.73,2,14,,,,,1762,1954,,,610,1544,.395,158,492,.321,384,543,.707,334,912,344,161,78,409,557
86,Fresno State,34,21,13,.618,9.17,5.48,10,4,,,,,2835,2629,,,1050,2345,.448,284,840,.338,451,733,.615,537,1403,685,355,185,526,668
87,Furman,29,9,20,.310,-15.15,-8.11,5,9,,,,,1790,1954,,,651,1521,.428,93,334,.278,395,600,.658,351,1075,347,180,60,514,556
88,George Mason,27,9,18,.333,-6.24,-0.57,6,10,,,,,1697,1850,,,618,1479,.418,142,445,.319,319,523,.610,314,866,309,217,82,419,512
89,George Washington NCAA,33,24,9,.727,9.91,4.76,11,5,,,,,2414,2244,,,848,1903,.446,145,449,.323,573,883,.649,479,1320,494,234,88,513,715
90,Georgetown,31,16,15,.516,8.75,5.99,6,12,,,,,2223,2052,,,822,1889,.435,94,327,.287,485,768,.632,547,1267,390,352,98,505,646
91,Georgia Southern,28,10,18,.357,-14.21,-6.92,4,10,,,,,1824,1912,,,662,1540,.430,186,585,.318,314,485,.647,366,905,361,262,60,547,578
92,Georgia State,28,16,12,.571,-5.40,-8.90,11,5,,,,,2096,1960,,,772,1658,.466,170,461,.369,382,520,.735,343,982,383,197,110,408,481
93,Georgia Tech,33,19,14,.576,12.83,8.70,6,10,,,,,2518,2382,,,882,2005,.440,231,715,.323,523,766,.683,484,1318,502,253,209,589,525
94,Georgia,35,20,15,.571,13.11,9.02,7,9,,,,,2654,2511,,,914,2163,.423,284,803,.354,542,777,.698,525,1360,475,253,111,506,682
95,Gonzaga,34,24,10,.706,10.65,1.87,10,4,,,,,2729,2355,,,965,2038,.474,274,678,.404,525,748,.702,425,1273,525,231,121,463,640
96,Grambling,28,16,12,.571,-13.36,-9.80,10,6,,,,,2030,2058,,,741,1667,.445,128,420,.305,420,610,.689,419,1046,385,235,86,514,546
97,Green Bay,29,17,12,.586,3.93,-0.58,7,7,,,,,1868,1737,,,639,1350,.473,120,326,.368,470,625,.752,207,820,380,183,102,384,503
98,Hampton,26,14,12,.538,-14.62,-11.46,11,7,,,,,1770,1852,,,588,1405,.419,155,464,.334,439,637,.689,359,1042,323,148,116,505,511
99,Hartford,27,15,12,.556,-4.64,-4.72,11,7,,,,,2138,2116,,,725,1578,.459,147,435,.338,541,730,.741,270,952,385,265,73,436,597
100,Harvard,26,13,13,.500,-8.08,-8.28,6,8,,,,,1812,1791,,,659,1459,.452,188,448,.420,306,421,.727,276,856,342,180,59,351,434
101,Hawaii,30,21,9,.700,11.10,4.27,8,6,,,,,2329,2124,,,842,1814,.464,144,433,.333,501,700,.716,405,1140,470,237,108,470,549
102,Hofstra,31,19,12,.613,-1.79,-4.48,11,7,,,,,2286,2180,,,814,1840,.442,153,494,.310,505,752,.672,397,1166,466,241,120,484,639
103,Holy Cross,27,7,20,.259,-16.58,-8.24,3,9,,,,,1848,2073,,1110,653,1573,.415,155,500,.310,387,541,.715,318,951,342,161,66,418,565
104,Houston,29,9,20,.310,-7.22,3.10,2,14,,,,,1843,2114,,,678,1595,.425,115,377,.305,372,537,.693,408,1162,350,164,93,633,577
105,Howard,28,8,20,.286,-20.22,-12.22,5,13,,,,,1937,2161,,,672,1650,.407,142,425,.334,451,695,.649,424,1067,342,177,97,523,611
106,Idaho State,26,6,20,.231,-17.53,-4.05,2,14,,,,,1791,2129,,,646,1522,.424,140,444,.315,359,611,.588,348,908,331,191,65,445,477
107,Idaho,27,15,12,.556,2.09,0.73,9,7,,,,,1910,1852,,,685,1496,.458,125,334,.374,415,590,.703,347,978,331,188,54,439,568
108,Illinois-Chicago NCAA,28,22,6,.786,9.20,0.67,12,2,,,,,2090,1851,,,715,1641,.436,192,460,.417,468,639,.732,398,1034,397,169,76,354,530
109,Illinois State NCAA,31,25,6,.806,9.63,3.40,16,2,,,,,2363,2141,,,865,1804,.479,220,587,.375,413,613,.674,342,1099,574,259,77,473,625
110,Illinois NCAA,33,23,10,.697,15.21,8.97,13,3,,,,,2301,2095,,,827,1869,.442,215,593,.363,432,634,.681,368,1109,469,244,90,443,617
111,Indiana State,27,16,11,.593,3.45,0.64,10,8,,,,,1875,1799,,,657,1449,.453,150,421,.356,411,596,.690,284,908,372,227,92,410,505
112,Indiana NCAA,32,20,12,.625,14.18,10.71,9,7,,,,,2457,2346,,,879,1792,.491,186,489,.380,513,702,.731,327,1079,568,235,105,498,585
113,Iona NCAA,33,27,6,.818,8.56,-2.07,15,3,,,,,2652,2295,,,934,2008,.465,210,599,.351,574,835,.687,475,1247,511,325,205,504,652
114,Iowa State,30,12,18,.400,0.75,6.00,5,11,,,,,1910,2031,,,681,1547,.440,105,356,.295,443,690,.642,358,1088,366,163,98,512,498
115,Iowa,31,20,11,.645,17.24,6.04,9,7,,,,,2486,2091,,,878,1828,.480,218,543,.401,512,721,.710,418,1186,566,315,114,514,498
116,Jackson State,27,14,13,.519,-8.59,-6.85,11,5,,,,,1888,1834,,,665,1600,.416,128,440,.291,430,659,.653,397,1066,300,230,124,456,581
117,Jacksonville State,26,12,14,.462,-16.85,-11.27,6,10,,,,,1958,2063,,,644,1540,.418,225,637,.353,445,633,.703,331,981,316,164,61,445,534
118,Jacksonville,27,8,19,.296,-7.85,-2.77,6,12,,,,,1776,1913,,,608,1443,.421,144,436,.330,416,669,.622,342,947,269,231,84,514,547
119,James Madison,27,11,16,.407,-4.99,-1.29,6,10,,,,,1729,1829,,,604,1451,.416,144,450,.320,377,561,.672,358,951,268,148,91,414,467
120,Kansas State,29,17,12,.586,9.38,3.42,7,9,,,,,2163,1990,,,796,1735,.459,170,486,.350,401,575,.697,374,1125,491,215,121,444,567
121,Kansas NCAA,39,35,4,.897,22.85,6.54,15,1,,,,,3300,2628,,,1249,2536,.493,229,610,.375,573,842,.681,604,1682,746,315,220,623,651
122,Kent State,30,13,17,.433,-3.76,0.68,9,9,,,,,2082,2170,,,759,1722,.441,190,544,.349,374,623,.600,400,1042,469,239,73,542,631
123,Kentucky NCAA,39,35,4,.897,22.95,9.85,14,2,,,,,3123,2612,,,1161,2409,.482,250,681,.367,551,816,.675,587,1640,691,341,240,583,722
124,La Salle,27,9,18,.333,-3.00,3.78,5,11,,,,,1928,2111,,,647,1605,.403,223,661,.337,411,604,.680,404,949,380,185,76,384,520
125,Lafayette,28,19,9,.679,-4.41,-8.18,10,2,,,,,2096,1904,,,720,1619,.445,207,612,.338,449,643,.698,367,1083,408,255,91,463,560
126,Lamar,29,15,14,.517,-3.48,-4.17,7,11,,,,,1936,1916,,,671,1591,.422,117,362,.323,477,732,.652,405,1087,282,208,52,495,634
127,Lehigh,27,10,17,.370,-15.69,-7.45,4,8,,,,,1917,2089,,,662,1619,.409,164,457,.359,429,662,.648,345,989,333,225,66,419,528
128,Liberty,28,11,17,.393,-14.67,-8.21,5,7,,,,,1800,1930,,,619,1425,.434,180,493,.365,382,546,.700,307,882,363,211,60,470,564
129,Long Beach State,29,10,19,.345,-8.52,-2.73,5,11,,,,,1850,2018,,,679,1611,.421,125,411,.304,367,588,.624,358,1043,349,185,140,478,556
130,Long Island University,32,21,11,.656,2.60,-2.06,14,2,,,,,3102,2776,,,1163,2636,.441,310,932,.333,466,834,.559,682,1406,588,478,90,491,652
131,Louisiana,31,18,13,.581,-0.32,-1.45,12,6,,,,,2336,2280,,,801,1868,.429,218,646,.337,516,776,.665,436,1076,431,284,56,465,648
132,Louisiana-Monroe,29,13,16,.448,-8.10,-4.35,8,8,,,,,2263,2348,,,818,1812,.451,152,481,.316,475,730,.651,456,1068,415,287,108,539,543
133,Louisiana State,27,9,18,.333,1.07,6.19,2,14,,,,,1680,1765,,,579,1364,.424,140,425,.329,382,592,.645,328,972,314,166,47,487,469
134,Louisiana Tech,27,12,15,.444,-1.42,-2.83,9,9,,,,,1849,1811,,,660,1432,.461,134,404,.332,395,599,.659,337,953,328,201,35,446,561
135,Louisville,32,12,20,.375,7.90,9.03,5,11,,,,,2267,2303,,,844,1907,.443,221,652,.339,358,550,.651,432,1138,511,240,116,567,652
136,Loyola (IL),30,15,15,.500,-5.00,-1.34,6,8,,,,,1997,2046,,,720,1677,.429,127,432,.294,430,640,.672,385,1049,413,223,90,454,533
137,Loyola Marymount,27,7,20,.259,-6.84,1.58,3,11,,,,,1994,2209,,,685,1673,.409,231,662,.349,393,587,.670,355,1031,381,202,100,469,578
138,Loyola (MD),28,12,16,.429,-3.19,-0.55,9,9,,,,,2143,2217,,,724,1622,.446,144,448,.321,551,767,.718,353,1004,382,251,59,536,621
139,Maine,27,7,20,.259,-13.65,-4.09,4,14,,,,,1920,2068,,,691,1653,.418,206,602,.342,332,509,.652,346,994,395,231,62,488,523
140,Manhattan,29,12,17,.414,-4.75,-0.88,7,11,,,,,1903,2014,,,668,1530,.437,174,526,.331,393,579,.679,322,968,412,186,78,454,588
141,Marist,28,11,17,.393,-7.18,-3.51,7,11,,,,,1939,2042,,,677,1546,.438,133,390,.341,452,643,.703,330,895,349,204,100,380,583
142,Marquette,31,20,11,.645,10.55,5.26,8,8,,,,,2024,1860,,,716,1746,.410,199,647,.308,393,579,.679,436,1214,399,211,123,482,555
143,Marshall,27,11,16,.407,-2.97,0.63,7,11,,,,,1882,1875,,,696,1541,.452,177,498,.355,313,466,.672,333,950,376,186,94,435,461
144,Maryland-Baltimore County,28,14,14,.500,-10.96,-9.32,6,6,,,,,1978,1991,,,686,1578,.435,186,525,.354,420,589,.713,329,1032,414,204,83,465,540
145,Maryland-Eastern Shore,27,9,18,.333,-16.17,-11.39,7,11,,,,,1838,1967,,,651,1579,.412,102,334,.305,434,666,.652,375,976,245,265,44,476,527
146,Maryland NCAA,32,21,11,.656,18.79,12.10,10,6,,,,,2520,2306,,,908,1969,.461,166,476,.349,538,794,.678,422,1271,602,275,158,525,637
147,Massachusetts NCAA,32,21,11,.656,11.99,7.27,12,4,,,,,2231,2080,,,817,1826,.447,111,327,.339,486,694,.700,475,1232,444,198,176,476,671
148,McNeese State,26,7,19,.269,-16.45,-7.73,4,12,,,,,1817,2026,,,641,1488,.431,183,540,.339,352,527,.668,319,827,372,220,79,448,520
149,Memphis,29,17,12,.586,8.04,5.56,12,4,,,,,2151,2079,,,779,1682,.463,143,441,.324,450,709,.635,351,1013,402,291,92,513,556
150,Mercer,26,5,21,.192,-19.22,-8.72,2,14,,,,,1767,1989,,,637,1558,.409,170,529,.321,323,510,.633,382,977,314,181,52,429,478
151,Miami (FL) NCAA,28,18,10,.643,10.87,6.37,11,7,,,,,1962,1836,,,735,1669,.440,114,397,.287,378,572,.661,388,1120,395,259,120,496,563
152,Miami (OH),29,17,12,.586,3.62,1.94,9,9,,,,,2006,1932,,,705,1577,.447,156,414,.377,440,610,.721,334,1062,346,165,56,442,521
153,Michigan State NCAA,30,22,8,.733,18.65,9.25,13,3,,,,,2202,1920,,,799,1779,.449,176,493,.357,428,639,.670,479,1197,446,229,117,461,575
154,Michigan NCAA,34,25,9,.735,18.79,9.64,11,5,,,,,2630,2284,,,932,1907,.489,260,621,.419,506,729,.694,422,1314,537,243,138,537,585
155,Middle Tennessee,28,19,9,.679,-1.76,-6.59,12,6,,,,,1984,1781,,,690,1540,.448,195,530,.368,409,613,.667,346,969,413,230,91,373,460
156,Milwaukee,27,3,24,.111,-9.89,1.96,2,12,,,,,1651,1971,,,571,1476,.387,185,545,.339,324,496,.653,292,863,325,195,59,456,549
157,Minnesota,35,20,15,.571,11.93,8.30,6,10,,,,,2530,2403,,,901,2029,.444,188,555,.339,540,745,.725,438,1228,498,304,144,440,716
158,Mississippi State,30,15,15,.500,7.75,5.13,4,12,,,,,2131,2053,,,806,1774,.454,136,426,.319,383,605,.633,351,1112,437,204,90,421,528
159,Mississippi Valley State,27,6,21,.222,-16.97,-7.59,6,10,,,,,1991,2221,,,718,1943,.370,222,781,.284,333,574,.580,567,1153,272,214,109,449,568
160,Mississippi NCAA,29,22,7,.759,17.22,7.07,12,4,,,,,2334,1974,,,794,1754,.453,204,544,.375,542,831,.652,442,1203,397,231,124,445,653
161,Missouri-Kansas City,27,9,18,.333,-11.17,-5.33,7,9,,,,,1842,1964,,,696,1593,.437,129,394,.327,321,509,.631,338,964,370,196,50,421,507
162,Missouri State,32,16,16,.500,7.44,3.63,11,7,,,,,2369,2247,,,809,1792,.451,169,463,.365,582,791,.736,370,1180,515,253,92,487,613
163,Missouri,32,17,15,.531,6.81,7.40,8,8,,,,,2280,2299,,,791,1871,.423,214,580,.369,484,691,.700,393,1190,455,257,91,528,600
164,Monmouth,27,4,23,.148,-16.37,-4.22,3,13,,,,,1624,1952,,,602,1419,.424,195,506,.385,225,337,.668,217,742,385,211,41,442,431
165,Montana State,30,19,11,.633,2.75,-3.97,9,7,,,,,2400,2096,,,859,1800,.477,243,652,.373,439,572,.767,294,1103,624,207,79,462,547
166,Montana,30,16,14,.533,-3.71,-3.47,9,7,,,,,2052,1992,,,715,1624,.440,150,429,.350,472,621,.760,351,1089,410,241,57,507,588
167,Morehead State,26,3,23,.115,-15.15,-3.85,2,16,,,,,1653,1947,,,590,1493,.395,126,404,.312,347,526,.660,372,960,347,206,58,488,548
168,Morgan State,28,12,16,.429,-13.93,-8.90,11,7,,,,,2034,2177,,,744,1740,.428,157,509,.308,389,627,.620,380,984,389,314,144,520,605
169,Mount St. Mary's,28,13,15,.464,-5.00,-5.60,8,8,,,,,2000,1983,,,733,1725,.425,210,617,.340,324,498,.651,385,1021,435,228,116,410,521
170,Murray State NCAA,33,29,4,.879,6.82,-6.35,16,2,,,,,2862,2334,,,1037,2070,.501,205,516,.397,583,862,.676,488,1305,540,222,114,467,640
